Country of president,President name,Destination country,Destination city,"Date start, yyyy-mm-dd","Date start, d.m.yyyyy","Date end, yyyy-mm-dd","Date end, d.m.yyyy",Subject,Source,More info
USA,OBAMA,Denmark,Copenhagen,2009-12-18,18.12.2009,2009-12-18,18.12.2009,Attended the UN Climate Change Conference.,,
USA,OBAMA,Afghanistan,"Kabul, Bagram",2010-03-28,28.3.2010,2010-03-28,28.3.2010,Met with President Karzai and addressed U.S. military personnel.,,
USA,OBAMA,Czechia,Prague,2010-04-08,8.4.2010,2010-04-09,9.4.2010,"Signed Strategic Arms Reduction Treaty with Russia. Also met with the 
Presidents of the Czech Republic, Estonia, Latvia, and Romania; and with 
the Prime Ministers of Bulgaria, Croatia, the Czech Republic, Hungary, 
Lithuania, Poland, Slovakia, and Slovenia.",,
USA,OBAMA,Canada,"Muskoka, Toronto",2010-06-25,25.6.2010,2010-06-27,27.6.2010,Attended the G-8 and G-20 Economic Summit Meetings.,,
USA,OBAMA,India,"Mumbai, New Delhi",2010-11-06,6.11.2010,2010-11-09,9.11.2010,"Attended U.S.-India Business and Entrepreneurship Summit in Mumbai. Met 
with Prime Minister Singh and President Patil. Addressed the Indian 
Parliament.",,
USA,OBAMA,Indonesia,Jakarta,2010-11-09,9.11.2010,2010-11-10,10.11.2010,Met with President Yudhoyono.,,
USA,OBAMA,South Korea,Seoul,2010-11-10,10.11.2010,2010-11-12,12.11.2010,Met with President Lee; attended the G-20 Summit Meeting.,,
USA,OBAMA,Japan,"Yokohama, Kamakura",2010-11-12,12.11.2010,2010-11-14,14.11.2010,Attended the Asia-Pacific Economic Cooperation’s CEO Summit Meetings.,,
USA,OBAMA,Portugal,Lisbon,2010-11-19,19.11.2010,2010-11-20,20.11.2010,Attended the NATO and U.S.-European Union Summit Meetings.,,
USA,OBAMA,Afghanistan,Bagram,2010-12-03,3.12.2010,2010-12-03,3.12.2010,"Met with the leaders of the U.S. military and diplomatic missions and 
visited U.S. military personnel.",,
USA,OBAMA,Brazil,"Brasilia, Rio de Janeiro",2011-03-19,19.3.2011,2011-03-21,21.3.2011,Met with President Roussef.,,
USA,OBAMA,Chile,Santiago,2011-03-21,21.3.2011,2011-03-22,22.3.2011,Met with President Pinera.,,
USA,OBAMA,El Salvador,San Salvador,2011-03-22,22.3.2011,2011-03-23,23.3.2011,Met with President Funes.,,
USA,OBAMA,Ireland,"Dublin, Farmleigh, Moneygall",2011-05-23,23.5.2011,2011-05-23,23.5.2011,"Met with President McAleese and Prime Minister Kenny. Visited ancestral 
home.",,
USA,OBAMA,United Kingdom,London,2011-05-23,23.5.2011,2011-05-26,26.5.2011,"Met with Queen Elizabeth II, Prime Minister Cameron, and Labour Party 
leader Miliband.",,
USA,OBAMA,France,"Deauville, Paris",2011-05-26,26.5.2011,2011-05-27,27.5.2011,Attended the G-8 Economic Summit.,,
USA,OBAMA,Poland,Warsaw,2011-05-27,27.5.2011,2011-05-28,28.5.2011,Met with President Komorowski and Prime Minister Tusk.,,
USA,OBAMA,France,Cannes,2011-11-03,3.11.2011,2011-11-04,4.11.2011,Attended the G-20 Summit Meeting.,,
USA,OBAMA,Australia,"Canberra, Darwin",2011-11-16,16.11.2011,2011-11-17,17.11.2011,"Met with Prime Minister Gillard. Announced a new military cooperation 
agreement.",,
USA,OBAMA,Indonesia,Bali,2011-11-17,17.11.2011,2011-11-20,20.11.2011,Attended the ASEAN and East Asia Summit Meetings.,,
USA,OBAMA,South Korea,Seoul,2012-03-25,25.3.2012,2012-03-27,27.3.2012,"Attended the Nuclear Security Summit. Met with President Lee Myung-bak and 
visited the Demilitarized Zone.",,
USA,OBAMA,Colombia,Cartagena,2012-04-13,13.4.2012,2012-04-15,15.4.2012,Attended the Summit of the Americas.,,
USA,OBAMA,Afghanistan,Kabul,2012-05-01,1.5.2012,2012-05-02,2.5.2012,"Met with President Karzai and addressed U.S. military personnel. Signed a 
long-term strategic partnership agreement.",,
USA,OBAMA,Mexico,Cabo San Lucas,2012-06-17,17.6.2012,2012-06-19,19.6.2012,Attended the G-20 Economic Summit meeting.,,
USA,OBAMA,Thailand,Bangkok,2012-11-18,18.11.2012,2012-11-19,19.11.2012,Met with King Bhumibol Adulyadej and Prime Minister Yingluck Shinawatra.,,
USA,OBAMA,Myanmar,Rangoon,2012-11-19,19.11.2012,2012-11-19,19.11.2012,"Met with President Thein Sein, National League for Democracy leader Aung 
San Suu Kyi, and representatives of Burmese civil society.",,
USA,OBAMA,Cambodia,Phnom Penh,2012-11-19,19.11.2012,2012-11-19,19.11.2012,"Met with Prime Minister Hun Sen and a U.S.-ASEAN Leaders’ meeting, a 
Trans-Pacific Partnership meeting, and the East Asia Summit meeting.",,
USA,OBAMA,Mexico,Toluca,2013-02-14,14.2.2013,2013-02-14,14.2.2013,Attended the North American Leaders Summit.,,
USA,OBAMA,Israel,"Tel Aviv, Jerusalem",2013-03-20,20.3.2013,2013-03-22,22.3.2013,Met with President Shimon Peres and Prime Minister Benjamin Netanyahu.,,
USA,OBAMA,Palestine,"Ramallah, Al-Bireh, Bethlehem",2013-03-21,21.3.2013,2013-03-22,22.3.2013,Met with President Mahmoud Abbas.,,
USA,OBAMA,Jordan,"Amman, Petra",2013-03-22,22.3.2013,2013-03-24,24.3.2013,Met with King Abdullah II.,,
USA,OBAMA,Mexico,Mexico City,2013-05-02,2.5.2013,2013-05-03,3.5.2013,Met with President Enrique Pena Nieto.,,
USA,OBAMA,Costa Rica,San Jose,2013-05-03,3.5.2013,2013-05-04,4.5.2013,"Met with President Laura Chinchilla and leaders of the Central American 
Integration System.",,
USA,OBAMA,United Kingdom,"Belfast, Enniskillen",2013-06-16,16.6.2013,2013-06-18,18.6.2013,Attended the G-8 Economic Summit Meeting.,,
USA,OBAMA,Germany,Berlin,2013-06-18,18.6.2013,2013-06-19,19.6.2013,Met with President Joachim Gauck and Chancellor Angela Merkel.,,
USA,OBAMA,Senegal,Dakar,2013-06-26,26.6.2013,2013-06-28,28.6.2013,Met with President Macky Sall.,,
USA,OBAMA,South Africa,"Johannesburg, Pretoria, Cape Town",2013-06-28,28.6.2013,2013-07-01,1.7.2013,"Met with President Jacob Zuma and with members of the Mandela family. 
Visited Robben Island.",,
USA,OBAMA,Tanzania,Dar es Salaam,2013-07-01,1.7.2013,2013-07-02,2.7.2013,"Met with President Jakaya Kikwete. Laid a wreath at the memorial to the 
1998 Embassy bombing.",,
USA,OBAMA,Senegal,Dakar,2013-07-02,2.7.2013,2013-07-02,2.7.2013,Stopped during return to Washington.,,
USA,OBAMA,Sweden,Stockholm,2013-09-04,4.9.2013,2013-09-05,5.9.2013,Met with King Carl XVI Gustaf and Prime Minister John Fredrik Reinfeldt.,,
USA,OBAMA,Russia,St. Petersburg,2013-09-05,5.9.2013,2013-09-06,6.9.2013,Attended the G-20 Economic Summit.,,
USA,OBAMA,South Africa,Johannesburg,2013-09-05,5.9.2013,2013-09-06,6.9.2013,Attended memorial service for former President Nelson Mandela.,,
USA,OBAMA,Netherlands,"The Hague, Amsterdam",2014-03-24,24.3.2014,2014-03-25,25.3.2014,"Attended the World Forum the Nuclear Security Summit, and a G-7 meeting on 
the Ukrainian crisis. Met with King Willem-Alexander and President 
Nursultan Nazarbayev of Kazakhstan.",,
USA,OBAMA,Belgium,"Waregem, Brussels",2014-03-25,25.3.2014,2014-03-26,26.3.2014,"Attended a wreath-laying ceremony at the Flanders Field American Cemetery. 
Attended a meeting of the Council of the European Union.",,
USA,OBAMA,Italy,Rome,2014-03-26,26.3.2014,2014-03-28,28.3.2014,"Met with President Giorgio Napolitano and Prime Minister Matteo Renzi. 
Toured the Colosseum.",,
USA,OBAMA,Vatican City,,2014-03-27,27.3.2014,2014-03-27,27.3.2014,"Audience with Pope Francis and a meeting with Secretary of State Cardinal 
Pietro Parolin.",,
USA,OBAMA,Saudi Arabia,"Riyadh, Rawdat Khurain",2014-03-28,28.3.2014,2014-03-29,29.3.2014,Met with King Abdullah bin Abdel Aziz al-Saud.,,
USA,OBAMA,Germany,Ramstein Air Force Base,2014-03-29,29.3.2014,2014-03-29,29.3.2014,Visited wounded U.S. military personnel.,,
USA,OBAMA,Japan,Tokyo,2014-04-22,22.4.2014,2014-04-25,25.4.2014,"Met with Prime Minister Shinzo Abe and Emperor Akihito. Toured the National 
Museum of Emerging Science and Innovation. Toured the Meiji Jingu Shrine.",,
USA,OBAMA,South Korea,Seoul,2014-04-25,25.4.2014,2014-04-26,26.4.2014,"Met with President Park Geun-hye, attended a wreath-laying ceremony at the 
National War Memorial, and visited U.S. military personnel.",,
USA,OBAMA,Malaysia,Kuala Lumpur,2014-04-26,26.4.2014,2014-04-28,28.4.2014,"Met with Prime Minister Najib Razak, toured the National Mosque and the 
Malaysian Global Innovation and Creativity Center.",,
USA,OBAMA,Philippines,"Manila, Taguig",2014-04-28,28.4.2014,2014-04-29,29.4.2014,"Met with President Benigno S. Aquino 3rd. Attended a wreath-laying ceremony 
at the American Manila Cemetery.",,
USA,OBAMA,Afghanistan,Bagram,2014-05-25,25.5.2014,2014-05-25,25.5.2014,Toured the Joint Operating Center and met with U.S. military personnel.,,
USA,OBAMA,Germany,Ramstein Air Force Base,2014-05-26,26.5.2014,2014-05-26,26.5.2014,Stopped while returning to Washington.,,
USA,OBAMA,Poland,Warsaw,2014-06-03,3.6.2014,2014-06-04,4.6.2014,"Met with President Bronislaw Komorowski. Attended a Solidarity Dinner and a 
Freedom Day commemoration.",,
USA,OBAMA,Belgium,Brussels,2014-06-04,4.6.2014,2014-06-05,5.6.2014,"Met with King Philippe and Prime Minister Elio Di Rupo. Attended meetings 
of the G-7 leaders.",,
USA,OBAMA,France,"Paris, Omaha Beach, Benouville, Ouistreham",2014-06-05,5.6.2014,2014-06-06,6.6.2014,"Met with President Francois Hollande. Attended ceremonies commemorating the 
70th anniversary of the Normandy landings. Discussed the Ukrainian 
situation with Russian President Vladimir Putin.",,
USA,OBAMA,Estonia,Tallinn,2014-09-03,3.9.2014,2014-09-03,3.9.2014,Met with President Toomas Ilves and Prime Minister Taavi Roivas.,,
USA,OBAMA,United Kingdom,"Newport, Cardiff",2014-09-03,3.9.2014,2014-09-05,5.9.2014,Attended a NATO Summit Meeting. Also visited Stonehenge.,,
USA,OBAMA,China,Beijing,2014-11-10,10.11.2014,2014-11-12,12.11.2014,"Attended the Asia Pacific Economic Cooperation CEO Summit Meeting and the 
Trans Pacific Partnership Leaders Meeting.",,
USA,OBAMA,Myanmar,"Nay Pyi Taw, Rangoon",2014-11-12,12.11.2014,2014-11-14,14.11.2014,"Attended a United States of America-Association of Southeast Asian Naations Summit 
Meeting.",,
USA,OBAMA,Australia,Brisbane,2014-11-15,15.11.2014,2014-11-16,16.11.2014,Attended a G-20 Summit Meeting.,,
USA,OBAMA,Germany,Ramstein Air Force Base,2015-01-24,24.1.2015,2015-01-24,24.1.2015,Stopped en route to India.,,
USA,OBAMA,India,New Delhi,2015-01-24,24.1.2015,2015-01-27,27.1.2015,Met with President Pranab Mukherjee and Prime Minister Narendra Modi.,,
USA,OBAMA,Saudi Arabia,Riyadh,2015-01-27,27.1.2015,2015-01-27,27.1.2015,Met with King Salman bin Abdel Aziz al-Saud and senior officials.,,
USA,OBAMA,Germany,Ramstein Air Force Base,2015-01-27,27.1.2015,2015-01-27,27.1.2015,Stopped while returning to Washington.,,
USA,OBAMA,Jamaica,Kingston,2015-04-08,8.4.2015,2015-04-09,9.4.2015,Attended a CARICOM meeting.,,
USA,OBAMA,Panama,Panama City,2015-04-09,9.4.2015,2015-04-11,11.4.2015,Attended a Summit of the Americas meeting.,,
USA,OBAMA,Germany,"Munich, Krun, Elmau",2015-06-07,7.6.2015,2015-06-08,8.6.2015,Attended the G-7 Summit Meeting.,,
USA,OBAMA,Germany,Ramstein Air Force Base,2015-07-24,24.7.2015,2015-07-24,24.7.2015,"Stopped en route to Nairobi, Kenya.",,
USA,OBAMA,Kenya,Nairobi,2015-07-24,24.7.2015,2015-07-26,26.7.2015,"Attended Global Entrepreneurship Summit and met with President Uhuru 
Kenyatta. Attended a State dinner.",,
USA,OBAMA,Ethiopia,Addis Ababa,2015-07-26,26.7.2015,2015-07-28,28.7.2015,"Attended a meeting on South Sudan and Counterterrorism Issues and met with 
Prime Minister Hailemariam Desalegn (State dinner). Addressed the African 
Union.",,
USA,OBAMA,Germany,Ramstein Air Force Base,2015-07-28,28.7.2015,2015-07-28,28.7.2015,"Stopped en route from Addis Ababa, Ethiopia.",,
USA,OBAMA,Turkey,Antalya,2015-11-15,15.11.2015,2015-11-16,16.11.2015,Attended the G-20 Economic Summit.,,
USA,OBAMA,Philippines,Manila,2015-11-17,17.11.2015,2015-11-20,20.11.2015,"Attended the Trans-Pacific Partnership, Pacific Alliance, and APEC Summit 
Meetings.",,
USA,OBAMA,Malaysia,Kuala Lumpur,2015-11-20,20.11.2015,2015-11-22,22.11.2015,Attended ASEAN Summit Meeting.,,
USA,OBAMA,France,Paris,2015-11-30,30.11.2015,2015-12-01,1.12.2015,Attended the UN Climate Change Conference.,,
USA,OBAMA,Cuba,Havana,2016-03-20,20.3.2016,2016-03-22,22.3.2016,Met with President Raul Castro.,,
USA,OBAMA,Argentina,"Buenos Aires, San Carlos de Bariloche",2016-03-23,23.3.2016,2016-03-24,24.3.2016,Met with President Mauricio Macri. Toured Llao Llao Park.,,
USA,OBAMA,Germany,Ramstein Air Force Base,2016-04-19,19.4.2016,2016-04-19,19.4.2016,Stopped en route to Saudi Arabia.,,
USA,OBAMA,Saudi Arabia,Riyadh,2016-04-20,20.4.2016,2016-04-21,21.4.2016,"Met with King Salman bin Abd-al Aziz Al Saud and attended the U.S.-Gulf 
Cooperation Council Summit.",,
USA,OBAMA,United Kingdom,London,2016-04-21,21.4.2016,2016-04-24,24.4.2016,Met with Queen Elizabeth II and Prime Minister David W. D. Cameron.,,
USA,OBAMA,Germany,Hannover,2016-04-24,24.4.2016,2016-04-25,25.4.2016,"Met with Chancellor Angela Merkel, French President Francois Hollande, 
Italian Prime Minister Matteo Renzi, and British Prime Minister David W. D. 
Cameron.",,
USA,OBAMA,Japan,Yokota Air Force Base,2016-05-22,22.5.2016,2016-05-22,22.5.2016,Stopped en route to Vietnam.,,
USA,OBAMA,Vietnam,"Hanoi, Ho Chi Minh City",2016-05-23,23.5.2016,2016-05-25,25.5.2016,Met with President Tran Dai Quang and Prime Minister Nguyen Xuan Phuc.,,
USA,OBAMA,Japan,"Shima City, Ise, Iwakuni, Hiroshima",2016-05-25,25.5.2016,2016-05-29,29.5.2016,"Attended the G-7 Economic Summit. Attended ceremonies at the Hiroshima 
Peace Memorial Park. .",,
USA,OBAMA,Canada,Ottawa,2016-06-29,29.6.2016,2016-06-29,29.6.2016,Attended the North American Leaders Summit.,,
USA,OBAMA,Poland,Warsaw,2016-07-07,7.7.2016,2016-07-09,9.7.2016,Attended a NATO Summit Meeting and a NATO leaders’ meeting on Afghanistan.,,
USA,OBAMA,Spain,"Madrid, Torrejon Air Base, Rota",2016-07-09,9.7.2016,2016-07-10,10.7.2016,"Met with Spanish political leaders at Torrejon Air Base and visited Naval 
Station Rota.",,
USA,OBAMA,China,Hangzhou,2016-09-03,3.9.2016,2016-09-05,5.9.2016,Attended the G-20 Summit Meeting.,,
USA,OBAMA,Laos,"Vientiane, Luang Prabang",2016-09-05,5.9.2016,2016-09-09,9.9.2016,"Met with President Bounnyang Vorachit and attended an East Asia Summit 
Meeting.",,
USA,OBAMA,Japan,Yokota Air Force Base,2016-09-09,9.9.2016,2016-09-09,9.9.2016,Stopped while returning to the United States of America.,,
USA,OBAMA,Israel,Jerusalem,2016-09-30,30.9.2016,2016-09-30,30.9.2016,Attended the state funeral of former President Shimon Peres.,,
USA,OBAMA,Greece,Athens,2016-11-15,15.11.2016,2016-11-16,16.11.2016,Met with President Prokopios Pavlopoulis and Prime Minister Alexios Tsipras.,,
USA,OBAMA,Germany,Berlin,2016-11-16,16.11.2016,2016-11-18,18.11.2016,"Met with Chancellor Angela Merkel, French President Francois Hollande, 
Spanish Prime Minister Mariano Rajoy, Italian Prime Minister Matteo Renzi, 
and British Prime Minister Theresa May.",,
USA,OBAMA,Peru,Lima,2016-11-18,18.11.2016,2016-11-20,20.11.2016,"Met with President Pedro Pablo Kuczynski and attended Trans-Pacific 
Partnership and APEC Summit Meetings.",,
USA,TRUMP,Saudi Arabia,Riyadh,2017-05-20,20.5.2017,2017-05-22,22.5.2017,"Met with King Salman bin Abdel Aziz Al-Saud. Signed military sales 
agreement. Met with leaders of the Gulf Cooperation Council.",,
USA,TRUMP,Israel,Jerusalem,2017-05-22,22.5.2017,2017-05-23,23.5.2017,"Met with President Reuven Rivlin and Prime Minister Benjamin Netanyahu. 
Visited the Western Wall and Yad Vashem.",,
USA,TRUMP,Palestine,Bethlehem,2017-05-23,23.5.2017,2017-05-23,23.5.2017,Met with President Mahmoud Abbas.,,
USA,TRUMP,Italy,Rome,2017-05-23,23.5.2017,2017-05-24,24.5.2017,Met with Prime Minister Paolo Gentiloni.,,
USA,TRUMP,Vatican City,,2017-05-24,24.5.2017,2017-05-24,24.5.2017,Met with Pope Francis and Secretary of State Cardinal Pietro Parolin.,,
USA,TRUMP,Belgium,Brussels,2017-05-24,24.5.2017,2017-05-25,25.5.2017,Attended a NATO Summit Meeting.,,
USA,TRUMP,Italy,"Taormina, Sigonella",2017-05-25,25.5.2017,2017-05-27,27.5.2017,"Attended the G-7 Summit Meeting. Stopped at NAS Sigonella while returning 
to the United States of America.",,
USA,TRUMP,Poland,Warsaw,2017-07-05,5.7.2017,2017-07-06,6.7.2017,"Met with President Andrzej Duda, delivered a public address, and addressed 
the Three Seas Summit.",,
USA,TRUMP,Germany,Hamburg,2017-07-06,6.7.2017,2017-07-08,8.7.2017,Attended the G-20 Summit.,,
USA,TRUMP,France,Paris,2017-07-13,13.7.2017,2017-07-14,14.7.2017,"Official visit. Met with President Emmanuel Macron. Commemorated Bastille 
Day and the entry of the United States of America into World War I.",,
USA,TRUMP,Japan,"Kawagoe, Tokyo",2017-11-05,5.11.2017,2017-11-07,7.11.2017,Met with Prime Minister Shinzo Abe and Emperor Akihito.,,
USA,TRUMP,South Korea,"Osan, Seoul",2017-11-07,7.11.2017,2017-11-08,8.11.2017,"Met with President Moon Jae-In. Visited U.S. Military personnel at 
Garrisons Humphreys and Yongsan.",,
USA,TRUMP,China,Beijing,2017-11-08,8.11.2017,2017-11-10,10.11.2017,Met with President Xi Jinping. State Dinner.,,
USA,TRUMP,Vietnam,"Danang, Hanoi",2017-11-10,10.11.2017,2017-11-12,12.11.2017,"Attended the APEC Economic Leaders Meeting. Met with President Tran Dai 
Quang.",,
USA,TRUMP,Philippines,Manila,2017-11-12,12.11.2017,2017-11-14,14.11.2017,"Met with President Rodrigo Duterte and attended the 31st ASEAN Summit 
Meeting.",,
USA,TRUMP,Switzerland,Davos,2018-01-24,24.1.2018,2018-01-26,26.1.2018,Attended the 2018 World Economic Forum.,,
USA,TRUMP,Canada,Charlevoix,2018-06-09,9.6.2018,2018-06-09,9.6.2018,Attended the G–7 meetings.,,
USA,TRUMP,Singapore,Singapore,2018-06-10,10.6.2018,2018-06-13,13.6.2018,"Participated in the summit with North Korean leader Kim Jong-un and 
bilateral events with Singaporean Prime Minister Lee Hsien Loong.",,
USA,TRUMP,Belgium,Brussels,2018-07-10,10.7.2018,2018-07-12,12.7.2018,Attended NATO Summit Meeting.,,
USA,TRUMP,United Kingdom,London,2018-07-12,12.7.2018,2018-07-13,13.7.2018,Met with Queen Elizabeth II and Prime Minister Theresa May.,,
USA,TRUMP,Finland,Helsinki,2018-07-16,16.7.2018,2018-07-16,16.7.2018,Bilateral meeting with Russian President Vladimir Putin.,,
USA,TRUMP,France,Paris,2018-11-10,10.11.2018,2018-11-11,11.11.2018,"Commemorated the 100th anniversary of the end of the WWI and met with 
French President Emmanuel Macron.",,
USA,TRUMP,Argentina,Buenos Aires,2018-11-29,29.11.2018,2018-12-01,1.12.2018,Participated in the G–20 Leaders’ Summit.,,
USA,TRUMP,Iraq,Al Asad Air Base,2018-12-26,26.12.2018,2018-12-26,26.12.2018,Visited with U.S. military personnelserving in Western Iraq accompanied by First Lady Melania Trump. This was the president's first trip to a U.S. combat zone.[32],,https://www.nbcdfw.com/news/politics/Trump-Makes-Surprise-Visit-to-Troops-in-Iraq-for-Christmas-503511221.html
USA,TRUMP,Germany,Ramstein Air Base,2018-12-26,26.12.2018,2018-12-27,27.12.2018,"Visited with United States of America Armed Forces serving in Rhineland-Palatinate,Germany.[33]",,https://www.nbcdfw.com/news/politics/Trump-Makes-Surprise-Visit-to-Troops-in-Iraq-for-Christmas-503511221.html
USA,TRUMP,Vietnam,Hanoi,2019-02-26,26.2.2019,2019-02-28,28.2.2019,"Attended a summit meeting with North Korean leader Kim Jong-un. Also met 
with President Nguyễn Phú Trọng and Prime Minister Nguyễn Xuân Phúc. Trump 
made a refueling stop at an airbase in Qatar on the trip to Vietnam.",,https://en.wikipedia.org/wiki/2019_North_Korea%E2%80%93United_States_Hanoi_Summit
USA,TRUMP,Japan,Tokyo,2019-05-25,25.5.2019,2019-05-28,28.5.2019,State Visit. Met with Emperor Naruhito and Prime Minister Shinzō Abe.,,
USA,TRUMP,United Kingdom,"London,
Portsmouth",2019-06-03,3.6.2019,2019-06-05,5.6.2019,"State Visit.[34] Met with Queen Elizabeth II and Prime Minister Theresa May. 
Laid a wreath on the Tomb of the Unknown Warrior in Westminster Abbey. 
Attended the 75th anniversary of D-Day commemorative ceremonies.",,
USA,TRUMP,Ireland,"Shannon,
County Clare",2019-06-05,5.6.2019,2019-06-06,6.6.2019,"Met with Taoiseach Leo Varadkar. Spent one night at his International golf 
resort in Doonbeg.",,
USA,TRUMP,France,"Colleville,
Caen",2019-06-06,6.6.2019,2019-06-06,6.6.2019,"Met with President Emmanuel Macron. Attended the 75th anniversary of D-Day 
memorial ceremonies. Visited the Normandy American Cemetery and Memorial.",,
USA,TRUMP,Ireland,"Shannon,
County Clare",2019-06-06,6.6.2019,2019-06-07,7.6.2019,Spent one night at his International golf resort in Doonbeg.,,
